Id,Pregunta,se_usa,por_que,topico,sub-topico,sub-sub
ddb15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'tranquilizantes'?,2,,tranquilizantes,adicción,
ddc1b,"�Alguna vez en su vida el consumo de 'sedantes y barbitúricos' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,sedantes,adicción,
ddc2b,"�Alguna vez en su vida el consumo de 'sedantes y barbitúricos' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,sedantes,adicción,
ddc2b1,�Siguió� consumiendo 'sedantes y barbitúricos' a pesar de que le provocaba problemas con estas personas? ',2,,sedantes,adicción,
ddc3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'sedantes y barbitúricos' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,sedantes,adicción,
ddc4b,�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'sedantes y barbitúricos' o a causa de su comportamiento mientras estaba bajo sus efectos?,2,,sedantes,adicción,
ddc5b,�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'sedantes y barbitúricos' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?,2,,sedantes,adicción,
ddc6b,"�Alguna vez necesitó� aumentar la cantidad de 'sedantes y barbitúricos' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,sedantes,adicción,
ddc7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'sedantes y barbitúricos'?",2,,sedantes,adicción,
ddc8b,"�Alguna vez tomó� 'sedantes y barbitúricos' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,sedantes,adicción,
ddc9b,"�Alguna vez empezó� a consumir 'sedantes y barbitúricos' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,sedantes,adicción,
ddc10b,�Alguna vez consumió� 'sedantes y barbitúricos' más frecuentemente o durante más días seguidos de lo que se había propuesto? ',2,,sedantes,adicción,
ddc11b,�Alguna vez intentó� consumir menos o dejar de consumir 'sedantes y barbitúricos' y encontró� que no podía hacerlo?,2,,sedantes,adicción,
ddc12b,�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de 'sedantes y barbitúricos' que casi no le quedaba tiempo para nada más?,2,,sedantes,adicción,
ddc13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'sedantes y barbitúricos' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,sedantes,adicción,
ddc14b,"�Alguna vez siguió� consumiendo 'sedantes y barbitúricos' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,sedantes,adicción,
ddc15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'sedantes y barbitúricos'?,2,,sedantes,adicción,
ddd1b,"�Alguna vez en su vida el consumo de 'anfetaminas y estimulantes' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,anfetaminas,adicción,
ddd2b,"�Alguna vez en su vida el consumo de 'anfetaminas y estimulantes' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,anfetaminas,adicción,
ddd2b1,�Siguió� consumiendo 'anfetaminas y estimulantes' a pesar de que le provocaba problemas con estas personas? ',2,,anfetaminas,adicción,
ddd3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'anfetaminas y estimulantes' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,anfetaminas,adicción,
ddd4b,�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'anfetaminas y estimulantes' o a causa de su comportamiento mientras estaba bajo sus efectos?,2,,anfetaminas,adicción,
ddd5b,�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'anfetaminas y estimulantes' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?,2,,anfetaminas,adicción,
ddd6b,"�Alguna vez necesitó� aumentar la cantidad de 'anfetaminas y estimulantes' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,anfetaminas,adicción,
ddd7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'anfetaminas y estimulantes'?",2,,anfetaminas,adicción,
ddd8b,"�Alguna vez tomó� 'anfetaminas y estimulantes' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,anfetaminas,adicción,
ddd9b,"�Alguna vez empezó� a consumir 'anfetaminas y estimulantes' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,anfetaminas,adicción,
ddd10b,�Alguna vez consumió� 'anfetaminas y estimulantes' más frecuentemente o durante más días seguidos de lo que se había propuesto? ',2,,anfetaminas,adicción,
ddd11b,�Alguna vez intentó� consumir menos o dejar de consumir 'anfetaminas y estimulantes' y encontró� que no podía hacerlo?,2,,anfetaminas,adicción,
ddd12b,�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de 'anfetaminas y estimulantes' que casi no le quedaba tiempo para nada más?,2,,anfetaminas,adicción,
ddd13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'anfetaminas y estimulantes' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,anfetaminas,adicción,
ddd14b,"�Alguna vez siguió� consumiendo 'anfetaminas y estimulantes' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,anfetaminas,adicción,
ddd15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'anfetaminas y estimulantes'?,2,,anfetaminas,adicción,
dde1b,"�Alguna vez en su vida el consumo de 'mariguana' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,mariguana,adicción,
dde2b,"�Alguna vez en su vida el consumo de 'mariguana' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,mariguana,adicción,
dde2b1,�Siguió� consumiendo 'mariguana' a pesar de que le provocaba problemas con estas personas? ',2,,mariguana,adicción,
dde3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'mariguana' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,mariguana,adicción,
dde4b,�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'mariguana' o a causa de su comportamiento mientras estaba bajo sus efectos?,2,,mariguana,adicción,
dde5b,�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'mariguana' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?,2,,mariguana,adicción,
dde6b,"�Alguna vez necesitó� aumentar la cantidad de 'mariguana' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,mariguana,adicción,
dde7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'mariguana'?",2,,mariguana,adicción,
dde8b,"�Alguna vez tomó� 'mariguana' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,mariguana,adicción,
dde9b,"�Alguna vez empezó� a consumir 'mariguana' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,mariguana,adicción,
dde10b,�Alguna vez consumió� 'mariguana' más frecuentemente o durante más días seguidos de lo que se había propuesto? ',2,,mariguana,adicción,
dde11b,�Alguna vez intentó� consumir menos o dejar de consumir 'mariguana' y encontró� que no podía hacerlo?,2,,mariguana,adicción,
dde12b,�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de  'mariguana' que casi no le quedaba tiempo para nada más?,2,,mariguana,adicción,
dde13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'mariguana' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,mariguana,adicción,
dde14b,"�Alguna vez siguió� consumiendo 'mariguana' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,mariguana,adicción,
dde15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'mariguana'?,2,,mariguana,adicción,
ddf1b,"�Alguna vez en su vida el consumo de 'cocaína' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,cocaína,adición,
ddf2b,"�Alguna vez en su vida el consumo de 'cocaína' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,cocaína,adición,
ddf2b1,�Siguió� consumiendo 'cocaína' a pesar de que le provocaba problemas con estas personas? ',2,,cocaína,adición,
ddf3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'cocaína' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,cocaína,adición,
ddf4b,�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'cocaína' o a causa de su comportamiento mientras estaba bajo sus efectos?,2,,cocaína,adición,
ddf5b,�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'cocaína' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?,2,,cocaína,adición,
ddf6b,"�Alguna vez necesitó� aumentar la cantidad de 'cocaína' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,cocaína,adición,
ddf7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'cocaína'?",2,,cocaína,adición,
ddf8b,"�Alguna vez tomó� 'cocaína' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,cocaína,adición,
ddf9b,"�Alguna vez empezó� a consumir 'cocaína' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,cocaína,adición,
ddf10b,�Alguna vez consumió� 'cocaína' más frecuentemente o durante más días seguidos de lo que se había propuesto? ',2,,cocaína,adición,
ddf11b,�Alguna vez intentó� consumir menos o dejar de consumir 'cocaína' y encontró� que no podía hacerlo?,2,,cocaína,adición,
ddf12b,�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de 'cocaína' que casi no le quedaba tiempo para nada más?,2,,cocaína,adición,
ddf13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'cocaína' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,cocaína,adición,
ddf14b,"�Alguna vez siguió� consumiendo 'cocaína' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,cocaína,adición,
ddf15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'cocaína'?,2,,cocaína,adición,
ddg1b,"�Alguna vez en su vida el consumo de 'crack' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,crack,adicción,
ddg2b,"�Alguna vez en su vida el consumo de 'crack' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,crack,adicción,
ddg2b1,�Siguió� consumiendo 'crack' a pesar de que le provocaba problemas con estas personas? ',2,,crack,adicción,
ddg3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'crack' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,crack,adicción,
ddg4b,�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'crack' o a causa de su comportamiento mientras estaba bajo sus efectos?,2,,crack,adicción,
ddg5b,�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'crack' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?,2,,crack,adicción,
ddg6b,"�Alguna vez necesitó� aumentar la cantidad de 'crack' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,crack,adicción,
ddg7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'crack'?",2,,crack,adicción,
ddg8b,"�Alguna vez tomó� 'crack' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,crack,adicción,
ddg9b,"�Alguna vez empezó� a consumir 'crack' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,crack,adicción,
ddg10b,�Alguna vez consumió� 'crack' más frecuentemente o durante más días seguidos de lo que se había propuesto? ',2,,crack,adicción,
ddg11b,�Alguna vez intentó� consumir menos o dejar de consumir 'crack' y encontró� que no podía hacerlo?,2,,crack,adicción,
ddg12b,�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de 'crack' que casi no le quedaba tiempo para nada más?,2,,crack,adicción,
ddg13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'crack' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,crack,adicción,
ddg14b,"�Alguna vez siguió� consumiendo 'crack' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,crack,adicción,
ddg15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'crack'?,2,,crack,adicción,
ddh1b,"�Alguna vez en su vida el consumo de 'alucinógenos' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,alucinógenos,adicción,
ddh2b,"�Alguna vez en su vida el consumo de 'alucinógenos' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,alucinógenos,adicción,
ddh2b1,�Siguió� consumiendo 'alucinógenos' a pesar de que le provocaba problemas con estas personas? ',2,,alucinógenos,adicción,
ddh3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'alucinógenos' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,alucinógenos,adicción,
ddh4b,�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'alucinógenos' o a causa de su comportamiento mientras estaba bajo sus efectos?,2,,alucinógenos,adicción,
ddh5b,�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'alucinógenos' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?,2,,alucinógenos,adicción,
ddh6b,"�Alguna vez necesitó� aumentar la cantidad de 'alucinógenos' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,alucinógenos,adicción,
ddh7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'alucinógenos'?",2,,alucinógenos,adicción,
ddh8b,"�Alguna vez tomó� 'alucinógenos' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,alucinógenos,adicción,
ddh9b,"�Alguna vez empezó� a consumir 'alucinógenos' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,alucinógenos,adicción,
ddh10b,�Alguna vez consumió� 'alucinógenos' más frecuentemente o durante más días seguidos de lo que se había propuesto? ',2,,alucinógenos,adicción,
ddh11b,�Alguna vez intentó� consumir menos o dejar de consumir 'alucinógenos' y encontró� que no podía hacerlo?,2,,alucinógenos,adicción,
ddh12b,�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de 'alucinógenos' que casi no le quedaba tiempo para nada más?,2,,alucinógenos,adicción,
ddh13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'alucinógenos' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,alucinógenos,adicción,
ddh14b,"�Alguna vez siguió� consumiendo 'alucinógenos' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,alucinógenos,adicción,
ddh15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'alucinógenos'?,2,,alucinógenos,adicción,
ddi1b,"�Alguna vez en su vida el consumo de 'inhalables' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,inhalantes,adicción,
ddi2b,"�Alguna vez en su vida el consumo de 'inhalables' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,inhalantes,adicción,
ddi2b1,�Siguió� consumiendo 'inhalables' a pesar de que le provocaba problemas con estas personas? ',2,,inhalantes,adicción,
ddi3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'inhalables' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,inhalantes,adicción,
ddi4b,�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'inhalables' o a causa de su comportamiento mientras estaba bajo sus efectos?,2,,inhalantes,adicción,
ddi5b,�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'inhalables' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?,2,,inhalantes,adicción,
ddi6b,"�Alguna vez necesitó� aumentar la cantidad de 'inhalables' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,inhalantes,adicción,
ddi7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'inhalables'?",2,,inhalantes,adicción,
ddi8b,"�Alguna vez tomó� 'inhalables' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,inhalantes,adicción,
ddi9b,"�Alguna vez empezó� a consumir 'inhalables' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,inhalantes,adicción,
ddi10b,�Alguna vez consumió� 'inhalables' más frecuentemente o durante más días seguidos de lo que se había propuesto? ',2,,inhalantes,adicción,
ddi11b,�Alguna vez intentó� consumir menos o dejar de consumir 'inhalables' y encontró� que no podía hacerlo?,2,,inhalantes,adicción,
ddi12b,�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de 'inhalables' que casi no le quedaba tiempo para nada más?,2,,inhalantes,adicción,
ddi13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'inhalables' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,inhalantes,adicción,
ddi14b,"�Alguna vez siguió� consumiendo 'inhalables' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,inhalantes,adicción,
ddi15b,�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'inhalables'?,2,,inhalantes,adicción,
ddj1b,"�Alguna vez en su vida el consumo de 'heroína, opio' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,heroína,adicción,
ddj2b,"�Alguna vez en su vida el consumo de 'heroína, opio' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,heroína,adicción,
ddj2b1,"�Siguió� consumiendo 'heroína, opio' a pesar de que le provocaba problemas con estas personas? '",2,,heroína,adicción,
ddj3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'heroína, opio' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra situación�",2,,heroína,adicción,
ddj4b,"�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'heroína, opio' o a causa de su comportamiento mientras estaba bajo sus efectos?",2,,heroína,adicción,
ddj5b,"�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'heroína, opio' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?",2,,heroína,adicción,
ddj6b,"�Alguna vez necesitó� aumentar la cantidad de 'heroína, opio' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,heroína,adicción,
ddj7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'heroína, opio'?",2,,heroína,adicción,
ddj8b,"�Alguna vez tomó� 'heroína, opio' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,heroína,adicción,
ddj9b,"�Alguna vez empezó� a consumir 'heroína, opio' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,heroína,adicción,
ddj10b,"�Alguna vez consumió� 'heroína, opio' más frecuentemente o durante más días seguidos de lo que se había propuesto? '",2,,heroína,adicción,
ddj11b,"�Alguna vez intentó� consumir menos o dejar de consumir 'heroína, opio' y encontró� que no podía hacerlo?",2,,heroína,adicción,
ddj12b,"�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de  'heroína, opio' que casi no le quedaba tiempo para nada más?",2,,heroína,adicción,
ddj13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'heroína, opio' tales como practicar deportes, trabajar o ver amigos o familiares?",2,,heroína,adicción,
ddj14b,"�Alguna vez siguió� consumiendo 'heroína, opio' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,heroína,adicción,
ddj15b,"�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'heroína, opio'?",2,,heroína,adicción,
ddk1b,"�Alguna vez en su vida el consumo de 'estimulantes tipo anfetamínico, drogas de diseño' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,estimulantes,adicción,
ddk2b,"�Alguna vez en su vida el consumo de 'estimulantes tipo anfetamínico, drogas de diseño' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,estimulantes,adicción,
ddk2b1,"�Siguió� consumiendo 'estimulantes tipo anfetamínico, drogas de diseño' a pesar de que le provocaba problemas con estas personas? '",2,,estimulantes,adicción,
ddk3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'estimulantes tipo anfetamínico, drogas de diseño' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en '' cualquier",2,,estimulantes,adicción,
ddk4b,"�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'estimulantes tipo anfetamínico, drogas de diseño' o a causa de su comportamiento mientras estaba bajo sus efectos?",2,,estimulantes,adicción,
ddk5b,"�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'estimulantes tipo anfetamínico, drogas de diseño' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?",2,,estimulantes,adicción,
ddk6b,"�Alguna vez necesitó� aumentar la cantidad de 'estimulantes tipo anfetamínico, drogas de diseño' para conseguir que le hiciera efecto, o notó� que ya no conseguía el efecto deseado con la misma cantidad que antes?",2,,estimulantes,adicción,
ddk7b,"�Alguna vez tuvo síntomas de abstinencia, es decir un malestar muy intenso con síntomas como cansancio, dolores de cabeza o temblores cuando consumía menos, dejaba de consumir o estaba sin consumir 'estimulantes tipo anfetamínico, drogas de diseño'?",2,,estimulantes,adicción,
ddk8b,"�Alguna vez tomó� 'estimulantes tipo anfetamínico, drogas de diseño' para evitar tener problemas como estos (síntomas de abstinencia como cansancio, dolores de cabeza o temblores)?",2,,estimulantes,adicción,
ddk9b,"�Alguna vez empezó� a consumir 'estimulantes tipo anfetamínico, drogas de diseño' a pesar de que se había prometido que no lo haría, o consumió� mucho más de lo que se había propuesto?",2,,estimulantes,adicción,
ddk10b,"�Alguna vez consumió� 'estimulantes tipo anfetamínico, drogas de diseño' más frecuentemente o durante más días seguidos de lo que se había propuesto? '",2,,estimulantes,adicción,
ddk11b,"�Alguna vez intentó� consumir menos o dejar de consumir 'estimulantes tipo anfetamínico, drogas de diseño' y encontró� que no podía hacerlo?",2,,estimulantes,adicción,
ddk12b,"�Alguna vez ha tenido periodos de varios días o más en los que pasaba tanto tiempo consumiendo o recuperándose de los efectos de 'estimulantes tipo anfetamínico, drogas de diseño' que casi no le quedaba tiempo para nada más?",2,,estimulantes,adicción,
ddk13b,"�Alguna vez ha tenido temporadas en las que dejó� de hacer actividades importantes o las redujo considerablemente debido a su consumo de 'estimulantes tipo anfetamínico, drogas de diseño' tales como practicar deportes, ''trabajar o ver amigos o familiares?",2,,estimulantes,adicción,
ddk14b,"�Alguna vez siguió� consumiendo 'estimulantes tipo anfetamínico, drogas de diseño' aunque sabía que tenía un problema físico o emocional grave, que podía haber sido provocado o empeorado por el consumo de ellos?",2,,estimulantes,adicción,
ddk15b,"�Alguna vez tuvo 3 o más de estas situaciones antes mencionadas en un mismo periodo de 12 meses durante el tiempo que usaba 'estimulantes tipo anfetamínico, drogas de diseño'?",2,,estimulantes,adicción,
ddl1b,"�Alguna vez en su vida el consumo de 'otras drogas como ketamina, Especial K, GHB' le dificultó� con frecuencia sus actividades o sus responsabilidades en los estudios, el trabajo o en casa? '",2,,otras,adicción,
ddl2b,"�Alguna vez en su vida el consumo de 'otras drogas como ketamina, Especial K, GHB' le provocó� discusiones u otros problemas repetidos o graves con su familia, amigos, vecinos o compañeros de trabajo? '",2,,otras,adicción,
ddl2b1,"�Siguió� consumiendo 'otras drogas como ketamina, Especial K, GHB' a pesar de que le provocaba problemas con estas personas? '",2,,otras,adicción,
ddl3b,"�Alguna vez en su vida estuvo con frecuencia bajo los efectos de 'otras drogas como ketamina, Especial K, GHB' En situaciones en las que podía hacerse daño, por ejemplo andando en bicicleta, conduciendo un auto, manejando una máquina o en cualquier otra''",2,,otras,adicción,
ddl4b,"�Fue detenido por la policía más de una vez por conducir bajo los efectos de 'otras drogas como ketamina, Especial K, GHB' o a causa de su comportamiento mientras estaba bajo sus efectos?",2,,otras,adicción,
ddl5b,"�Alguna vez en su vida tuvo con frecuencia tantas ganas de consumir 'otras drogas como ketamina, Especial K, GHB' que no pudo resistirse a hacerlo o le resultó� difícil pensar en otra cosa?",2,,otras,adicción,
